Место,Название компании,Регион,Отрасль,Итоговый балл,kind
300,"""Д2 Страхование""",Новосибирская область,"Финансы, страхование, аудит",98.86,Небольшие
301,Компания Прогресс,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",98.86,Небольшие
302,Portobello,Москва,"Промышленное производство (непищевое), торгово-производственные компании",98.8,Небольшие
303,ZeBrains,Ульяновская область,IT и интернет,98.79,Небольшие
304,Safmar Hotels,Москва,"Ресторанные сети, гостиницы",98.77,Небольшие
305,Simtech Development,Ульяновская область,IT и интернет,98.75,Небольшие
306,Жизньмарт,Свердловская область,Розничные сети,98.73,Небольшие
307,Маст,Ярославская область,Услуги для бизнеса,98.7,Небольшие
308,Софт инжиниринг,Кемеровская область,IT и интернет,98.67,Небольшие
309,"ПФ ""Русский Инструмент""",Белгородская область,"Промышленное производство (непищевое), торгово-производственные компании",98.62,Небольшие
310,Skilla Работа,Санкт-Петербург,IT и интернет,98.58,Небольшие
311,"Собинский хлебокомбинат (SmartBar, MUSLER, VitaLeto)",Москва,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",98.55,Небольшие
312,Surf,Воронежская область,IT и интернет,98.54,Небольшие
313,Next Level Agency,Москва,"Маркетинг, реклама, издательский бизнес",98.51,Небольшие
314,ОборонАвто,Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",98.5,Небольшие
315,Appfox,Москва,IT и интернет,98.5,Небольшие
316,ТЕКОРА,Москва,IT и интернет,98.48,Небольшие
317,ГК СОНЕТ,Нижегородская область,IT и интернет,98.43,Небольшие
318,Плинтус Холл,Самарская область,Розничные сети,98.32,Небольшие
319,"Красный Октябрь (RO, Red October)",Пермский край,"Промышленное производство (непищевое), торгово-производственные компании",98.29,Небольшие
320,Собрание (мебельная фабрика),Москва,"Промышленное производство (непищевое), торгово-производственные компании",98.26,Небольшие
321,"""Прайд"" (многофункциональные ветеринарные госпитали)",Санкт-Петербург,Фармацевтика и медицина,98.23,Небольшие
322,Информационные технологии бизнеса,Ивановская область,IT и интернет,98.19,Небольшие
323,Омскинфосервис,Омская область,IT и интернет,98.13,Небольшие
324,ТД «Кухня без границ»,Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",98.13,Небольшие
325,TecForce,Санкт-Петербург,IT и интернет,98.1,Небольшие
326,Фабрика упаковки МИЛК,Тульская область,"Промышленное производство (непищевое), торгово-производственные компании",98.07,Небольшие
327,АЙДИ-ИНЖИНИРИНГ,Свердловская область,"Промышленное производство (непищевое), торгово-производственные компании",98.04,Небольшие
328,ИКОРНЫЙ,Москва,Розничные сети,98.02,Небольшие
329,Ресан (ReSan),Пермский край,"Оптовые продажи, дилеры, дистрибьюторы",97.89,Небольшие
330,СМСФИНАНС,Новосибирская область,"Финансы, страхование, аудит",97.87,Небольшие
331,«Театральные Технологические Системы»,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.82,Небольшие
332,СтройПлатформа,Свердловская область,"Оптовые продажи, дилеры, дистрибьюторы",97.8,Небольшие
333,KPBS,Москва,IT и интернет,97.75,Небольшие
334,НПЦ ПРОМЭЛЕКТРОНИКА,Свердловская область,"Промышленное производство (непищевое), торгово-производственные компании",97.75,Небольшие
335,NTech,Московская область,Услуги для бизнеса,97.74,Небольшие
336,ПРАВО-Конструкция,Москва,IT и интернет,97.72,Небольшие
337,Алиот ** по результатам опроса офисных сотрудников,Москва,IT и интернет,97.71,Небольшие
338,ТЛК-Групп,Тверская область,"Транспорт, логистика, автодилеры",97.71,Небольшие
339,Студия Олега Чулакова,Ростовская область,IT и интернет,97.69,Небольшие
340,"Wone Hotels (Palace Bridge, Vasilievsky and Olympia Garden Hotels)",Санкт-Петербург,"Ресторанные сети, гостиницы",97.66,Небольшие
341,Джи Эф Си (GFC),Москва,"Транспорт, логистика, автодилеры",97.63,Небольшие
342,Stardogs,Москва,"Ресторанные сети, гостиницы",97.55,Небольшие
343,"Шоколадная фабрика ""Монетный Двор универс""",Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",97.55,Небольшие
344,"ТМ ""АРМЕД""",Новосибирская область,Фармацевтика и медицина,97.55,Небольшие
345,"ООО ""Купинское мороженое""",Новосибирская область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",97.52,Небольшие
346,Дрожь Бьюти,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.49,Небольшие
347,РуНетСофт,Санкт-Петербург,IT и интернет,97.45,Небольшие
348,АЛЬЯНСТРАНСТОРГ,Новосибирская область,"Транспорт, логистика, автодилеры",97.45,Небольшие
349,Ceramic3d,Свердловская область,IT и интернет,97.39,Небольшие
350,SimpleFinance,Москва,"Финансы, страхование, аудит",97.36,Небольшие
351,"Мебельная фабрика ""Континент""",Владимирская область,"Промышленное производство (непищевое), торгово-производственные компании",97.34,Небольшие
352,Тепофол,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.33,Небольшие
353,Сентинел Кредит Менеджмент (СКМ),Москва,"Финансы, страхование, аудит",97.33,Небольшие
354,Эталон-Спецодежда,Москва,"Промышленное производство (непищевое), торгово-производственные компании",97.3,Небольшие
355,Malvid,Москва,IT и интернет,97.26,Небольшие
356,Пермские насосы,Пермский край,"Промышленное производство (непищевое), торгово-производственные компании",97.14,Небольшие
357,АСКА ** по результатам опроса офисных сотрудников,Краснодарский край,Строительство и недвижимость,97.12,Небольшие
358,Клиника эстетической медицины DEGA,Санкт-Петербург,Фармацевтика и медицина,97.12,Небольшие
359,Глазная клиника Бранчевского,Самарская область,Фармацевтика и медицина,97.05,Небольшие
360,SKN-DOM,Ярославская область,Строительство и недвижимость,97.0,Небольшие
361,АК КОНСАЛТИНГ ГРУП (AKCG),Москва,Услуги для бизнеса,96.99,Небольшие
362,СТЛ,Москва,"Транспорт, логистика, автодилеры",96.91,Небольшие
363,Завод ВРК Сапфир,Приморский край,"Промышленное производство (непищевое), торгово-производственные компании",96.88,Небольшие
364,"ГК ""АРСА""",Воронежская область,IT и интернет,96.83,Небольшие
365,ОМБ,Москва,Фармацевтика и медицина,96.81,Небольшие
366,Strategy Partners,Москва,Услуги для бизнеса,96.81,Небольшие
367,Фортуна,Краснодарский край,"Промышленное производство (непищевое), торгово-производственные компании",96.79,Небольшие
368,Зенит Р.С.,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",96.78,Небольшие
369,"Многопрофильный медицинский центр ""100med""",Московская область,Фармацевтика и медицина,96.7,Небольшие
370,Завод КриалЭнергоСтрой,Республика Татарстан,"Промышленное производство (непищевое), торгово-производственные компании",96.68,Небольшие
371,Инфотек-Балтика М,Москва,"Транспорт, логистика, автодилеры",96.68,Небольшие
372,Метмонтаж-2,Липецкая область,Строительство и недвижимость,96.67,Небольшие
373,Ритейл Рокет,Москва,IT и интернет,96.67,Небольшие
374,Алюком-Производство,Забайкальский край,"Промышленное производство (непищевое), торгово-производственные компании",96.67,Небольшие
375,Дельфин,Красноярский край,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",96.66,Небольшие
376,Транзит-Ойл,Республика Татарстан,"Оптовые продажи, дилеры, дистрибьюторы",96.66,Небольшие
377,Сентисс,Москва,Фармацевтика и медицина,96.62,Небольшие
378,Урал Логистика,Москва,"Транспорт, логистика, автодилеры",96.55,Небольшие
379,QSOFT,Москва,IT и интернет,96.53,Небольшие
380,"""СитиВет"" (ветеринарные клиники)",Санкт-Петербург,Фармацевтика и медицина,96.51,Небольшие
381,БОБЁР,Вологодская область,Розничные сети,96.49,Небольшие
382,Транспортная компания ASG,Пермский край,"Транспорт, логистика, автодилеры",96.47,Небольшие
383,ПИК-ФАРМА,Москва,Фармацевтика и медицина,96.44,Небольшие
384,Симпл Фуд,Москва,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",96.42,Небольшие
385,BICO,Москва,IT и интернет,96.36,Небольшие
386,MAGELLAN TRANSPORT LOGISTICS,Краснодарский край,"Транспорт, логистика, автодилеры",96.35,Небольшие
387,Angels IT,Воронежская область,IT и интернет,96.31,Небольшие
388,МАС Альбион,Иркутская область,"Промышленное производство (непищевое), торгово-производственные компании",96.29,Небольшие
389,Улыбка,Омская область,Фармацевтика и медицина,96.29,Небольшие
390,Агентство стоматологического маркетинга Синергиум,Воронежская область,IT и интернет,96.24,Небольшие
391,"""СЛТ Аква""",Москва,"Промышленное производство (непищевое), торгово-производственные компании",96.23,Небольшие
392,Кабель.РФ®,Брянская область,"Оптовые продажи, дилеры, дистрибьюторы",96.2,Небольшие
393,Юнилин,Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",96.19,Небольшие
394,NetPrint,Москва,Услуги для населения,96.18,Небольшие
395,Займиго,Нижегородская область,"Финансы, страхование, аудит",96.16,Небольшие
396,ПНЕВМАКС,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",96.11,Небольшие
397,РОЛТЭК,Ленинградская область,"Промышленное производство (непищевое), торгово-производственные компании",96.03,Небольшие
398,BSL,Москва,IT и интернет,96.03,Небольшие
399,Кузьмиха,Иркутская область,"Оптовые продажи, дилеры, дистрибьюторы",96.0,Небольшие
400,Денвик,Республика Коми,IT и интернет,95.98,Небольшие
401,Консультант Плюс Сахалин,Сахалинская область,IT и интернет,95.72,Небольшие
402,ЗМК-Сибирь (Завод Модульных Конструкций-Сибирь),Омская область,"Промышленное производство (непищевое), торгово-производственные компании",95.72,Небольшие
403,Велунд Сталь,Москва,"Промышленное производство (непищевое), торгово-производственные компании",95.71,Небольшие
404,"Гераклион Эквип (STECTER, POLEACTION)",Ульяновская область,"Промышленное производство (непищевое), торгово-производственные компании",95.71,Небольшие
405,Микрозайм,Краснодарский край,"Финансы, страхование, аудит",95.67,Небольшие
406,BOXX,Калининградская область,Розничные сети,95.61,Небольшие
407,Обойная фабрика Палитра ** по результатам опроса офисных сотрудников,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",95.54,Небольшие
408,OBOI.RU GROUP,Ивановская область,"Оптовые продажи, дилеры, дистрибьюторы",95.51,Небольшие
409,ООО Сбис-Вятка,Кировская область,IT и интернет,95.49,Небольшие
410,Бест-Новострой,Москва,Строительство и недвижимость,95.48,Небольшие
411,Моя смена,Москва,IT и интернет,95.46,Небольшие
412,ТехноПрист,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",95.42,Небольшие
413,"ООО ""СТалогистик""",Москва,"Транспорт, логистика, автодилеры",95.4,Небольшие
414,"Торговая Сеть ""Клумба""",Республика Татарстан,Розничные сети,95.24,Небольшие
415,Ракурс-инжиниринг,Санкт-Петербург,Сервисные и инжиниринговые компании,95.22,Небольшие
416,Чемодан ПРО,Москва,Розничные сети,95.13,Небольшие
417,ФОДЖИН,Ростовская область,IT и интернет,95.11,Небольшие
418,Камчатскэнерго ** по результатам опроса офисных сотрудников,Камчатский край,"Энергетика, добыча и переработка сырья",95.09,Небольшие
419,АКТО,Алтайский край,Услуги для населения,95.07,Небольшие
420,Геоконтроль+,Красноярский край,"Энергетика, добыча и переработка сырья",94.95,Небольшие
421,"Группа компаний ""ПроАгро""",Москва,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",94.94,Небольшие
422,"Кондитерская фабрика ""Шоколадная Магия""",Пермский край,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",94.91,Небольшие
423,НЭТЕР,Республика Татарстан,"Промышленное производство (непищевое), торгово-производственные компании",94.89,Небольшие
424,MPGO,Москва,IT и интернет,94.87,Небольшие
425,ГК Каменный город,Пермский край,Наука и образование,94.84,Небольшие
426,Автоцентр ГАЗ-Лидер,Саратовская область,"Транспорт, логистика, автодилеры",94.79,Небольшие
427,ТРАНСТЕХ,Санкт-Петербург,Услуги для бизнеса,94.79,Небольшие
428,1000 и одна туфелька,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",94.76,Небольшие
429,НоваПродукт,Московская область,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",94.71,Небольшие
430,"Мясокомбинат Петровский и К (Миртон, Петродворские колбасы).",Московская область,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",94.7,Небольшие
431,aledo,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",94.69,Небольшие
432,Мед ТеКо,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",94.69,Небольшие
433,КСТ ЭНЕРГО ИНЖИНИРИНГ,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",94.68,Небольшие
434,Supl.biz,Томская область,IT и интернет,94.67,Небольшие
435,Диалог ИТ,Санкт-Петербург,IT и интернет,94.62,Небольшие
436,Челябинский завод электрооборудования,Челябинская область,"Промышленное производство (непищевое), торгово-производственные компании",94.6,Небольшие
437,ХОРЕКА МЕНЕДЖМЕНТ,Москва,"Ресторанные сети, гостиницы",94.58,Небольшие
438,Центр крепежных изделий,Санкт-Петербург,"Оптовые продажи, дилеры, дистрибьюторы",94.57,Небольшие
439,ЭНЕРГОСТАНДАРТ,Москва,"Оптовые продажи, дилеры, дистрибьюторы",94.55,Небольшие
440,Восток Спецодежда,Вологодская область,"Промышленное производство (непищевое), торгово-производственные компании",94.51,Небольшие
441,Бизнес.ру,Республика Башкортостан,IT и интернет,94.51,Небольшие
442,Секьюрити Эксперт,Москва,"Промышленное производство (непищевое), торгово-производственные компании",94.48,Небольшие
443,"Общество с ограниченной ответственностью ""ТРАНСМИССИЯ""",Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",94.39,Небольшие
444,Развитие РОСТ,Москва,"Ресторанные сети, гостиницы",94.33,Небольшие
445,Ханты-Мансийский НПФ,Ханты-Мансийский АО - Югра,Услуги для населения,94.29,Небольшие
446,ITECH,Ульяновская область,IT и интернет,94.29,Небольшие
447,Жилой Квартал,Республика Башкортостан,Строительство и недвижимость,94.28,Небольшие
448,Медиэстетик - клиники эстетических инноваций,Ленинградская область,Фармацевтика и медицина,94.27,Небольшие
449,Poetti,Москва,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",94.26,Небольшие
450,БРАЙТНЕТ,Москва,Строительство и недвижимость,94.16,Небольшие
451,Социс-М,Чувашская Республика,Наука и образование,94.14,Небольшие
452,Кофе Лайк Архангельск,Архангельская область,"Ресторанные сети, гостиницы",94.12,Небольшие
453,ИМБИАН,Новосибирская область,Фармацевтика и медицина,94.12,Небольшие
454,ДИС,Ульяновская область,IT и интернет,94.0,Небольшие
455,Наша игрушка ** по результатам опроса офисных сотрудников,Москва,"Оптовые продажи, дилеры, дистрибьюторы",93.96,Небольшие
456,ТИС,Тюменская область,Строительство и недвижимость,93.95,Небольшие
457,ИНТЕРВОЛГА,Волгоградская область,IT и интернет,93.95,Небольшие
458,Axbit Group,Самарская область,IT и интернет,93.86,Небольшие
459,СЕВЕРКОН,Москва,"Оптовые продажи, дилеры, дистрибьюторы",93.85,Небольшие
460,Unisender,Москва,IT и интернет,93.83,Небольшие
461,Лабмедиа,Ярославская область,IT и интернет,93.81,Небольшие
462,Silver Spoon,Москва,"Промышленное производство (непищевое), торгово-производственные компании",93.77,Небольшие
463,Мособлгидропроект,Московская область,"Проектирование, архитектура",93.71,Небольшие
464,БалтЭнергоМаш,Смоленская область,"Промышленное производство (непищевое), торгово-производственные компании",93.63,Небольшие
465,Доктис,Москва,IT и интернет,93.58,Небольшие
466,СпецВахта,Москва,Услуги для бизнеса,93.54,Небольшие
467,ВБЦ ЛАБ,Москва,IT и интернет,93.53,Небольшие
468,FABREEX,Тульская область,"Промышленное производство (непищевое), торгово-производственные компании",93.44,Небольшие
469,"Гипермаркет строительных материалов и товаров для дома ""БАУМОЛЛ""",Пермский край,Розничные сети,93.43,Небольшие
470,СПЕЦИАЛЬНЫЕ ТЕХНОЛОГИИ,Москва,IT и интернет,93.42,Небольшие
471,ENAZA,Пермский край,IT и интернет,93.36,Небольшие
472,Окно в Европу,Воронежская область,"Оптовые продажи, дилеры, дистрибьюторы",93.19,Небольшие
473,ПКБ «ПЕТРОБАЛТ»,Санкт-Петербург,"Проектирование, архитектура",93.16,Небольшие
474,"ООО ""УК ""Практика""",Свердловская область,Строительство и недвижимость,93.15,Небольшие
475,Космо Бьюти (Likato),Чувашская Республика,"Промышленное производство (непищевое), торгово-производственные компании",93.09,Небольшие
476,РМ-стил,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",93.08,Небольшие
477,ГК Кросс Технолоджис,Москва,IT и интернет,92.89,Небольшие
478,"ООО ""Абсолют инвест""",Москва,Строительство и недвижимость,92.83,Небольшие
479,Cloud Networks,Москва,IT и интернет,92.82,Небольшие
480,НьюГолд,Костромская область,"Промышленное производство (непищевое), торгово-производственные компании",92.71,Небольшие
481,Нетрис,Москва,IT и интернет,92.71,Небольшие
482,ТранснефтьЭлектросетьСервис,Самарская область,"Энергетика, добыча и переработка сырья",92.71,Небольшие
483,Парус,Приморский край,"Транспорт, логистика, автодилеры",92.57,Небольшие
484,Фастимпорт,Москва,"Транспорт, логистика, автодилеры",92.52,Небольшие
485,Раздолье,Ульяновская область,IT и интернет,92.45,Небольшие
486,Кредиска,Нижегородская область,"Финансы, страхование, аудит",92.41,Небольшие
487,Намерение (DECOR),Новосибирская область,"Промышленное производство (непищевое), торгово-производственные компании",92.34,Небольшие
488,Монарх Москва Отель,Москва,"Ресторанные сети, гостиницы",92.24,Небольшие
489,HOPPER IT,Московская область,IT и интернет,92.19,Небольшие
490,Конгресс-отель Ареал,Московская область,"Ресторанные сети, гостиницы",92.18,Небольшие
491,Lenvendo,Санкт-Петербург,IT и интернет,92.15,Небольшие
492,КРОС,Москва,Услуги для бизнеса,91.98,Небольшие
493,Macroscop,Пермский край,IT и интернет,91.65,Небольшие
494,Юридическая компания BLS,Москва,Услуги для бизнеса,91.61,Небольшие
495,"Компания ""Кронштадт""",Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",91.5,Небольшие
496,ЮСТА ** по результатам опроса офисных сотрудников,Санкт-Петербург,"Оптовые продажи, дилеры, дистрибьюторы",91.44,Небольшие
497,TOOMANYGIFTS,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",91.32,Небольшие
498,ITEMI,Ростовская область,"Промышленное производство (непищевое), торгово-производственные компании",91.26,Небольшие
499,NAN Agency,Новосибирская область,IT и интернет,91.21,Небольшие
500,Милана Недвижимость,Оренбургская область,Строительство и недвижимость,91.2,Небольшие
501,БИГЦЕНТР,Амурская область,"Оптовые продажи, дилеры, дистрибьюторы",91.19,Небольшие
502,"Производственно-техническое объединение ""Атлант""",Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",91.17,Небольшие
503,Вариантор,Москва,Строительство и недвижимость,91.13,Небольшие
504,Оргхим,Нижегородская область,"Промышленное производство (непищевое), торгово-производственные компании",91.07,Небольшие
505,МАГАМАКС,Москва,"Промышленное производство (непищевое), торгово-производственные компании",91.07,Небольшие
506,Ювелирная сеть Senat,Нижегородская область,Розничные сети,91.05,Небольшие
507,Аэропорт Ремезов,Тюменская область,"Транспорт, логистика, автодилеры",90.58,Небольшие
508,TopDelivery,Москва,"Транспорт, логистика, автодилеры",90.52,Небольшие
509,ЗСТ,Орловская область,"Промышленное производство (непищевое), торгово-производственные компании",90.41,Небольшие
510,СОФОС,Московская область,"Промышленное производство (непищевое), торгово-производственные компании",90.33,Небольшие
511,Неон-Арт,Республика Татарстан,"Промышленное производство (непищевое), торгово-производственные компании",90.27,Небольшие
512,ИНТЕРЭКСПЕРТИЗА,Москва,Услуги для бизнеса,90.25,Небольшие
513,ТСК,Свердловская область,"Промышленное производство (непищевое), торгово-производственные компании",89.95,Небольшие
514,ГАЗЗАЧАС,Москва,"Промышленное производство (непищевое), торгово-производственные компании",89.93,Небольшие
515,Техноберинг,Санкт-Петербург,"Оптовые продажи, дилеры, дистрибьюторы",89.76,Небольшие
516,ПБР ** по результатам опроса офисных сотрудников,Москва,Строительство и недвижимость,89.58,Небольшие
517,Вертолетная сервисная компания ** по результатам опроса офисных сотрудников,Москва,"Промышленное производство (непищевое), торгово-производственные компании",89.25,Небольшие
518,Нефть-Сервис,Челябинская область,"Промышленное производство (непищевое), торгово-производственные компании",88.37,Небольшие
519,РЭМ энд Коил,Санкт-Петербург,"Промышленное производство (непищевое), торгово-производственные компании",88.36,Небольшие
520,Парус электро,Москва,"Промышленное производство (непищевое), торгово-производственные компании",88.1,Небольшие
521,ТТС Закалка,Самарская область,"Промышленное производство (непищевое), торгово-производственные компании",87.72,Небольшие
522,С-плюс,Москва,"Энергетика, добыча и переработка сырья",87.69,Небольшие
523,СтройОборудование,Республика Башкортостан,"Оптовые продажи, дилеры, дистрибьюторы",87.67,Небольшие
524,OSTEC,Москва,"Промышленное производство (непищевое), торгово-производственные компании",87.61,Небольшие
525,Инсайт | клиника ● институт,Республика Татарстан,Фармацевтика и медицина,87.18,Небольшие
526,КонсультантПлюс-Калуга,Калужская область,IT и интернет,86.93,Небольшие
527,Цифровой Диалог,Ростовская область,IT и интернет,86.79,Небольшие
528,ЛЕСОТОРГОВАЯ БАЗА,Орловская область,Розничные сети,86.46,Небольшие
529,НИКА СПРИНГ,Нижегородская область,Фармацевтика и медицина,86.12,Небольшие
530,Полис,Санкт-Петербург,Фармацевтика и медицина,85.46,Небольшие
531,Траверс,Иркутская область,Розничные сети,84.97,Небольшие
532,Интегрикс,Волгоградская область,IT и интернет,82.82,Небольшие
533,НПН,Нижегородская область,"Оптовые продажи, дилеры, дистрибьюторы",81.84,Небольшие
534,"ООО ""Дальмонтажстрой""",Санкт-Петербург,Строительство и недвижимость,76.57,Небольшие
1,Иви,Москва,Медиа,131.19,Средние
2,СберМаркетинг,Москва,"Маркетинг, реклама, издательский бизнес",129.97,Средние
3,Okko,Санкт-Петербург,Медиа,127.34,Средние
4,Агентство инноваций Москвы,Москва,Государственная служба и организации,125.29,Средние
5,Москвариум,Москва,Развлекательные сети,121.72,Средние
6,BetBoom,Москва,Развлекательные сети,115.24,Средние
7,Фонд развития территорий,Москва,Государственная служба и организации,115.05,Средние
8,PARI,Москва,Развлекательные сети,114.46,Средние
9,Госинспекция по недвижимости,Москва,Государственная служба и организации,114.1,Средние
10,Замания,Москва,Развлекательные сети,112.9,Средние
11,Dr. Reddy's,Москва,Фармацевтика и медицина,111.75,Средние
12,Level Group,Москва,Строительство и недвижимость,111.63,Средние
13,"""Желдорпроект"" (""ЖДП"")",Москва,"Проектирование, архитектура",111.51,Средние
14,"ООО ""Метрополис""",Москва,"Проектирование, архитектура",111.34,Средние
15,Go Ahead,Москва,"Маркетинг, реклама, издательский бизнес",110.92,Средние
16,Lime,Новосибирская область,"Финансы, страхование, аудит",110.83,Средние
17,FUN&SUN,Москва,Услуги для населения,110.74,Средние
18,"""Галс-Девелопмент""",Москва,Строительство и недвижимость,110.65,Средние
19,MazaPark,Санкт-Петербург,Развлекательные сети,110.28,Средние
20,"The Carlton, Moscow",Москва,"Ресторанные сети, гостиницы",110.14,Средние
21,Naumen,Свердловская область,IT и интернет,110.14,Средние
22,WE-ON GROUP,Москва,"Проектирование, архитектура",110.02,Средние
23,HAIER (Москва),Москва,"Промышленное производство (непищевое), торгово-производственные компании",109.96,Средние
24,Выставка достижений народного хозяйства,Москва,Государственная служба и организации,109.87,Средние
25,Mediascope,Москва,Медиа,109.52,Средние
26,АльфаСтрахование-Жизнь,Москва,"Финансы, страхование, аудит",109.47,Средние
27,Selectel,Санкт-Петербург,IT и интернет,109.47,Средние
28,E-Promo,Нижегородская область,"Маркетинг, реклама, издательский бизнес",109.42,Средние
29,Kokoc Group,Москва,"Маркетинг, реклама, издательский бизнес",109.4,Средние
30,1001 Тур,Москва,Услуги для населения,109.19,Средние
31,KODE,Калининградская область,IT и интернет,109.14,Средние
32,Север Минералс,Санкт-Петербург,Сервисные и инжиниринговые компании,108.86,Средние
33,"""Монолит"" Агентство Недвижимости",Нижегородская область,Строительство и недвижимость,108.65,Средние
34,Чистая линия,Санкт-Петербург,"FMCG, производство и торговля товарами повседневного спроса, включая упакованные пищевые продукты и напитки",108.62,Средние
35,Астра Пейдж,Тамбовская область,"Телекоммуникации, связь",108.61,Средние
36,1С-Архитектор бизнеса,Москва,IT и интернет,108.5,Средние
37,ДОКДЕТИ,Москва,Фармацевтика и медицина,108.07,Средние
38,"Увелка (ГК ""Ресурс"")",Челябинская область,"Сельское хозяйство и пищевая промышленность, торгово-производственные компании",108.02,Средние
39,"""Финам""",Москва,"Финансы, страхование, аудит",107.66,Средние
40,Риалвеб,Санкт-Петербург,"Маркетинг, реклама, издательский бизнес",107.62,Средние
41,"Groupe SEB (TM Tefal, Moulinex, Rowenta)",Москва,"Промышленное производство (непищевое), торгово-производственные компании",107.58,Средние
42,МКК Срочноденьги,Нижегородская область,"Финансы, страхование, аудит",107.49,Средние
43,TravelLine,Республика Марий Эл,IT и интернет,107.46,Средние
44,"Summit Group (Доброзайм, ИТ Центр)",Москва,"Финансы, страхование, аудит",107.34,Средние
45,MARSHALL,Санкт-Петербург,"Оптовые продажи, дилеры, дистрибьюторы",107.21,Средние
46,PIONEER,Москва,Строительство и недвижимость,106.99,Средние
47,РЕХАУ,Москва,"Промышленное производство (непищевое), торгово-производственные компании",106.99,Средние
48,Спектрум,Москва,"Проектирование, архитектура",106.9,Средние
49,Алгоритмика,Москва,Наука и образование,106.88,Средние
50,БИГАМ,Ярославская область,Розничные сети,106.74,Средние
51,Железно,Кировская область,Строительство и недвижимость,106.55,Средние
52,УЦСБ,Свердловская область,IT и интернет,106.48,Средние
53,SkyNet,Санкт-Петербург,"Телекоммуникации, связь",106.45,Средние
54,ENERGON (DELTA),Москва,"Оптовые продажи, дилеры, дистрибьюторы",106.43,Средние
